,Unnamed: 0,msno,song_id,source_system_tab,source_screen_name,source_type,target,name,isrc,city,bd,gender,registered_via,registration_init_time,expiration_date
100,100,bhuHwSgo3phrTnYg832QJj9v1Pu0XL/M1VZnrWYiQJA=,C5WXXxhTCLycfYikLSdoerRwq4KgO4LRoae5L4909gY=,search,Album more,album,1,你幹嘛,TWUM71600054,1,0,,9,20140708,20170909
101,101,9ibQ9CebtCHGclFMWRSUDCO+007NOardgQlZt0Y/2I8=,0eBnzCiQYi7NVJdPoa4CnpZIAKdsHm2TODGnWQB/UAI=,discover,Online playlist more,song-based-playlist,0,My Sunshine (電視劇 <何以笙簫默> 片頭曲),TWA211459101,13,30,female,3,20150131,20170909
102,102,9ibQ9CebtCHGclFMWRSUDCO+007NOardgQlZt0Y/2I8=,O/uTdviBR/eez7O1yCgFv/LjkoMBOG0uu3j3LWPOBqg=,my library,Local playlist more,local-playlist,1,一笑傾城,CNZ481600015,13,30,female,3,20150131,20170909
103,103,9ibQ9CebtCHGclFMWRSUDCO+007NOardgQlZt0Y/2I8=,VknP2wUT91+9dCvL7adPnA7aWCVpI96XurJMw9I3dms=,my library,Local playlist more,local-playlist,1,相愛不能見,,13,30,female,3,20150131,20170909
104,104,9ibQ9CebtCHGclFMWRSUDCO+007NOardgQlZt0Y/2I8=,jnT3WZ56lfgbFumpL05DMXyQrVMlJVdkEj1tz+B6Kmc=,discover,Online playlist more,song-based-playlist,1,年輪,CNZ171500037,13,30,female,3,20150131,20170909
105,105,9ibQ9CebtCHGclFMWRSUDCO+007NOardgQlZt0Y/2I8=,Dh9QlpCW3TToGvERbPQXl/zxNFwt0MqH6CBn74kXf/A=,discover,Online playlist more,song-based-playlist,1,不可說,,13,30,female,3,20150131,20170909
106,106,LxfIvtDj+f+3XFreJe9FET/osOASyHevAyuO+BzgjeU=,EL5DbsSvhAFtMBBoOjs4aipOjC3Xj4syX/l/wlK+kdM=,my library,Local playlist more,local-library,1,愛情廢柴,TWK971601310,5,27,male,9,20141107,20170910
107,107,nQq84ZING2nzHMcA3BxwjUjq8Dl1BboCpy+qqI1yQ+Y=,34IXh04bdV42ClAF+3lHsAjNQEA9yljeyamS6+Wv1BQ=,my library,Local playlist more,local-playlist,1,Nandemonaiya,JPPO01618977,22,26,male,7,20160308,20170908
108,108,nQq84ZING2nzHMcA3BxwjUjq8Dl1BboCpy+qqI1yQ+Y=,U9kojfZSKaiWOW94PKh1Riyv/zUWxmBRmv0XInQWLGw=,my library,Local playlist more,local-playlist,1,不該,TWK971601306,22,26,male,7,20160308,20170908
109,109,nQq84ZING2nzHMcA3BxwjUjq8Dl1BboCpy+qqI1yQ+Y=,QjRlzbxmVxusW6CP2Xr8GjX3BnPitUMFBxCWxd/5AKY=,my library,Local playlist more,local-playlist,1,Payphone,USUM71203347,22,26,male,7,20160308,20170908
110,110,LxfIvtDj+f+3XFreJe9FET/osOASyHevAyuO+BzgjeU=,jRgAVTjQ9GHuBdQ48SOlLVD0xf16DODOslUaq4NGQ2Y=,my library,Local playlist more,local-library,1,給你(國),HKUM70900537,5,27,male,9,20141107,20170910
111,111,O0AvcpH+4JaN06kYCsf1PBVVC6DvT5zfmNEw290htuM=,7dUiqNIuyM+aDRJEw3+ZSYydeZGAQ1AAI0eOd0Nzh8c=,my library,Local playlist more,local-library,1,Turn up,TWAG11600401,22,27,,3,20130608,20170912
112,112,O0AvcpH+4JaN06kYCsf1PBVVC6DvT5zfmNEw290htuM=,tbM8ByK21+iSDWZlT1yNgffPdQ5h9Wbk0hxS5RHQaCo=,my library,Local playlist more,local-library,1,浪漫來襲 (Romance Strikes),TWA471405003,22,27,,3,20130608,20170912
113,113,TvRiYDQdf17iCa4bPNPhvSbrSPeJihByqgiBTQlICyE=,NJwgkIpKUqT4GyfiiKkHnS1w03qbfoMpKKomoLvfzqo=,my library,Local playlist more,local-library,1,放不下你的人是我,,1,0,,9,20140511,20171002
114,114,O0AvcpH+4JaN06kYCsf1PBVVC6DvT5zfmNEw290htuM=,wWaQCZoXVhyptuqYAkWKTpuHhB02Sf3s3+zqr/w8jqQ=,my library,Local playlist more,local-library,1,嗚哇嗚 (Uwa U),TWY311501014,22,27,,3,20130608,20170912
115,115,TvRiYDQdf17iCa4bPNPhvSbrSPeJihByqgiBTQlICyE=,Vh95sm5B4mEDTCUvNtCbgSV+aWTvYODUP5WBJx20mr8=,my library,Local playlist more,local-library,1,手心裡的愛,,1,0,,9,20140511,20171002
116,116,TvRiYDQdf17iCa4bPNPhvSbrSPeJihByqgiBTQlICyE=,Evt5gdtaDG2+3dq8JB5+8qKWP3QU9pkyFNCd8a1z1zk=,my library,Local playlist more,local-library,1,分手的慶功,TWB671606001,1,0,,9,20140511,20171002
117,117,gkWsUPNQVsVvEjihLMbIZlriQbV+YyFVMB42melpJhI=,zoGrsIvu2CqHccUYgzhXqhXqQq5/G1eQN0wHHO9EyV4=,my library,Local playlist more,local-playlist,1,故鄉,,13,28,male,7,20101022,20171116
118,118,gkWsUPNQVsVvEjihLMbIZlriQbV+YyFVMB42melpJhI=,yPA+sQt5tJ3NgR6/L9BefmNpA2152zQQ+/Kvtt3iSUs=,my library,Local playlist more,local-playlist,1,第三人稱,TWA531457209,13,28,male,7,20101022,20171116
119,119,gkWsUPNQVsVvEjihLMbIZlriQbV+YyFVMB42melpJhI=,tpsX+zae7W9+0Y/hpsAJBpQLxvctzbEUeTkYPCpf040=,my library,Local playlist more,local-playlist,1,不要說話(國),HKUM70800776,13,28,male,7,20101022,20171116
120,120,gkWsUPNQVsVvEjihLMbIZlriQbV+YyFVMB42melpJhI=,wYrDzOG0yorZni7WBtsr3QrCt7Huaj3aLEC0QWaZdFs=,my library,Local playlist more,local-playlist,1,三國戀,TWD950522103,13,28,male,7,20101022,20171116
121,121,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,GopWs12UdPVQa3rEWVHv19FsoqHHsjo0il0Le89wN28=,discover,Discover Feature,album,0,Pompeii,GBAAA1200795,1,0,,7,20101118,20170810
122,122,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,8geiVKcfEd3jj9XiGb3hOVio3v0/BY8P29b2r3eo3Ps=,discover,Discover Feature,song-based-playlist,1,J.Strauss: Radetzky March,GBF076210140,1,0,,7,20101118,20170810
123,123,UsJ0TVPX7D+XNIS+bD8v/MQ+rw+ZbjW0PuU5c7tYymM=,STrUE9av7xoG8Fu2LzBWKSpBm8+sor71MxioKHhsq7U=,my library,Local playlist more,local-library,1,情時多雨,HKH621401003,1,0,,9,20140530,20170902
124,124,/waL2mmZc8jUc2zQdOjJjypxwEHEsm/VksD9bQ8HriQ=,NhQfOVnptpW5z5qsP/sN+hVS8TM2iYvdy/ZGVe7K+kM=,discover,Discover Chart,online-playlist,1,Black Beatles,USUM71603293,1,0,,7,20150815,20170915
125,125,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,PEr+VUIEq1CiFvNSEotE0VgjPii1wNK0srYkQ629jMw=,discover,Discover Feature,album,0,Things We Lost In The Fire,GBAAA1200932,1,0,,7,20101118,20170810
126,126,XIpjLNs4f/OHphnrSPoNmsrd45Al8pL0v74FgzDZHnQ=,3VkD5ekIf5duJm1hmYTZlXjyl0zqV8wCzuAh3uocfCg=,my library,Local playlist more,local-playlist,1,We Don't Talk Anymore,USAT21502909,4,23,female,9,20111029,20171002
127,127,XIpjLNs4f/OHphnrSPoNmsrd45Al8pL0v74FgzDZHnQ=,02gZ0fxCTb73+laNQIEtc9DZN29efUTQ5ppDQkxZ3c4=,my library,Local playlist more,local-playlist,0,好喜歡你,TWUM71600015,4,23,female,9,20111029,20171002
128,128,UsJ0TVPX7D+XNIS+bD8v/MQ+rw+ZbjW0PuU5c7tYymM=,uvhnnHYdmRoKrjqIZDtkJlrjyA5Ar3yZOG2aaV2q/EI=,my library,Local playlist more,local-library,1,再一步,HKH621401002,1,0,,9,20140530,20170902
129,129,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,SdrJPjGVS23rS7eNdmTe4h7SX8WAFeSja5XTejy3S0o=,discover,Discover Feature,album,0,Look Down,GBUM71207806,1,0,,7,20101118,20170810
130,130,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,yIllJ0cE7535hEXIzaQp0ePMojoOmkBYaXV8z1y+0c4=,discover,Discover Feature,album,0,The Bishop,GBUM71207807,1,0,,7,20101118,20170810
131,131,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,WTQ1doDa8xAetUIXq+G/3AmF8/GPtJfRtbjaaj0vGqQ=,discover,Discover Feature,album,0,Lover,DEA540603719,1,0,,7,20101118,20170810
132,132,XIpjLNs4f/OHphnrSPoNmsrd45Al8pL0v74FgzDZHnQ=,8OsXpp32oqorzAN4NNkVouaV0I81ddPLZ8DxMRAGJdQ=,my library,Local playlist more,local-playlist,1,說實話,TWUM71600004,4,23,female,9,20111029,20171002
133,133,AXKTVBbdr2/z7m5WL1IXzlriNbun8B+7wM41MsWCYDw=,iGQWuI/3FeZrHKxt1Yy0A2cfqTFSiNN6DoxnKkb6h5g=,discover,Discover Feature,album,1,Bridge Over Troubled Water(惡水上的大橋),,1,0,,7,20101118,20170810
134,134,UsJ0TVPX7D+XNIS+bD8v/MQ+rw+ZbjW0PuU5c7tYymM=,2uUGv2mOU0IuMCJRgks/r/hP/nR2KBaEBXsat1443eE=,my library,Local playlist more,local-library,1,First Time,USUM71600805,1,0,,9,20140530,20170902
135,135,hKwxGNnAnVLbafv2sDSj8hlIf88SbDfnrSeE+R+bqFc=,rFLawM8j/vW78o/S3P2GTsmy6HwkTI15P7NF/i9CkX4=,my library,Local playlist more,local-playlist,1,以後以後 (A better tomorrow),TWX351600002,5,67,female,9,20081117,20171224
136,136,hOyJGmY7tciqGf1EhDj5UT86IfSSnaTHP5JWAPxYN6s=,evaPiUW4ZoRCp27WhCmBCebbpvDtSW7IBNkhQ6M/ldM=,radio,Radio,radio,0,あなたに恋をしてみました,JPWP01570145,13,22,male,9,20160829,20180505
137,137,hOyJGmY7tciqGf1EhDj5UT86IfSSnaTHP5JWAPxYN6s=,NMtgLuGwmbrfQijavYXtuQdih6uDDLlgTHy3XOvfeds=,radio,Radio,radio,0,愛很美-feat.sara,CNA231200772,13,22,male,9,20160829,20180505
138,138,hOyJGmY7tciqGf1EhDj5UT86IfSSnaTHP5JWAPxYN6s=,1PrpGe7/CrprVkup2UkbI10BZ8hSEJURe95KIoe4TDs=,radio,Radio,radio,1,愛在聖誕 (Crying for X'mas),TWA471410007,13,22,male,9,20160829,20180505
139,139,ocdN6b9BP9Qr0B8q6+UNpcBvfErNMk8P6Ny5CK3CyKA=,dSkGPyBKM97xpD3mOsCmhwSLO42eLuqBaDAamdZNBkI=,search,Online playlist more,online-playlist,0,愛的勇氣,CAN111400333,1,0,,7,20150914,20170911
140,140,ocdN6b9BP9Qr0B8q6+UNpcBvfErNMk8P6Ny5CK3CyKA=,vNbsKevF4YNuJfDqIDYTPrQaFV2ueSTx8KtRbTp+qFg=,my library,Local playlist more,local-library,1,太坦白,CNA231302851,1,0,,7,20150914,20170911
141,141,ocdN6b9BP9Qr0B8q6+UNpcBvfErNMk8P6Ny5CK3CyKA=,S+lF2rQKunOeEhqeQRQrQhFWal/bfdeAr5i35Qu72+0=,my library,Local playlist more,local-library,1,下雨的晚上,QMDA71363931,1,0,,7,20150914,20170911
142,142,ocdN6b9BP9Qr0B8q6+UNpcBvfErNMk8P6Ny5CK3CyKA=,F2d52gKSwWcIHb9TAQRBtj2uJ/ly5b8p5+cEucxV9aw=,my library,Artist more,top-hits-for-artist,1,Life Is Like a Song,CAN111100636,1,0,,7,20150914,20170911
143,143,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,r01XmbdwG4sqS8ZA7tIx+VAuxrXNuDu7siNQB+Q2jrs=,my library,Album more,album,0,Happy Birthday!,DEHB20700052,13,28,female,9,20120713,20180818
144,144,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,u70RByc176rGRQLAmXdf7WNM0vU2RrkkYnY7z1wOPyA=,my library,Album more,album,0,I MISS YOU,TWJ010600208,13,28,female,9,20120713,20180818
145,145,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,ijDKxOgX49hGdPBoC0S7ScN7g2TbuV1C9jfmoQMI6QM=,my library,Search,online-playlist,0,Happy Birthday Metal With Vocals,FR96X1698998,13,28,female,9,20120713,20180818
146,146,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,wzhGVAOKC5tmBWI7xc/c3NJomswOMoZwsDDifhC5wEo=,my library,Album more,album,0,生日快樂,TWJ010600229,13,28,female,9,20120713,20180818
147,147,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,0vBTdkfbCDjBihoqg+UAEIkuFS+6WUmTpgv+iPHP9fY=,my library,Search,online-playlist,0,寶貝,TWA470601002,13,28,female,9,20120713,20180818
148,148,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,uSBqdKWlDHhk/U85eSKfWr014iYbeIEv3DIu/RcYuqw=,my library,Online playlist more,online-playlist,0,My Baby (Bedtime Song),ITO101681586,13,28,female,9,20120713,20180818
149,149,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,/tRJOn8mjgWkOnGmG7h43o4hClfmi5hZ9F2r5ZL8F/k=,my library,Album more,album,0,回憶,TWJ010600209,13,28,female,9,20120713,20180818
150,150,6VAZ05qs9gRNM6FZgGvEs9SukGVvBwF/EJ3pMWxgC24=,cy10N2j2sdY/X4BDUcMu2Iumfz7pV3tqE5iEaup2yGI=,my library,Local playlist more,local-playlist,1,派對動物 (Party Animal),TWK231680790,22,29,male,4,20151115,20180604
151,151,6VAZ05qs9gRNM6FZgGvEs9SukGVvBwF/EJ3pMWxgC24=,wp1gSQ4LlMEF6bzvEaJl8VdHlAj/EJMTJ0ASrXeddbo=,my library,Local playlist more,local-playlist,1,回憶那麼傷 (Sad Memory),CNA231601679,22,29,male,4,20151115,20180604
152,152,6VAZ05qs9gRNM6FZgGvEs9SukGVvBwF/EJ3pMWxgC24=,vquppmLIuWmhdQmP2PEnnT0iBbrESHVdxm9Gk/nj99Q=,my library,Local playlist more,local-playlist,1,不公平,TWJ810600002,22,29,male,4,20151115,20180604
153,153,VRLT9Fytl3J4OHAUOvwHVuMlSiAeuZsXddETBQ/navk=,GAWjH9Uns87Q1pcQTJZo+PaiJIsUj3DEWjtGqyMUZm4=,my library,Local playlist more,local-library,1,忘記擁抱,TWA471515001,13,30,female,9,20110629,20171001
154,154,vmpdGkTolfjP2xTna7cYfeRpt/31h0lvHEu2GdXjqm0=,5pSFbaPtNR/DZ6pHuKOqRehOK2Jrf5TUxxd4org8HxU=,my library,Local playlist more,local-library,1,無盡透明的思念,TWB730910002,4,0,,7,20120701,20171011
155,155,mDJCU+fKu/mbdk9l4SmPYiJwpeMyK44o9wmG1X3735A=,t2Ndon5SEy1tMNP/KP0Tgiql9e3GwP9KPoODXDyk8FA=,my library,Local playlist more,local-library,1,喜歡你,TWJ011300108,13,32,female,9,20040506,20171130
156,156,mDJCU+fKu/mbdk9l4SmPYiJwpeMyK44o9wmG1X3735A=,x0AQuGp6SHvaD/fLkk+6JzAp6zOUgd30Tx4oL3YBz5Y=,my library,Local playlist more,local-library,1,Rockabye,GBAHS1600363,13,32,female,9,20040506,20171130
157,157,mDJCU+fKu/mbdk9l4SmPYiJwpeMyK44o9wmG1X3735A=,0J2MM7SfXD1MR/A/fv+20HNXJPoLtIdGfauVTMU6C6w=,my library,Local playlist more,local-library,1,終於結束的起點 (Beginning of the End),TWK231610211,13,32,female,9,20040506,20171130
158,158,5CgPoKHDYW5q61nKmYbeGcfTcEw70DWko9czSHiIIn0=,m6FICEn6fkFZXdvyNE7PdgDCf5blJWWGgUjVBOph4io=,my library,Local playlist more,local-library,1,數到五答應我,TWA450587608,5,34,female,9,20110222,20170510
159,159,5CgPoKHDYW5q61nKmYbeGcfTcEw70DWko9czSHiIIn0=,h6SYWHqaMPtbHyqeNQGtCRfq7GAH4+9hrauUwd5z2VA=,my library,Local playlist more,local-library,0,Try,USUM71407113,5,34,female,9,20110222,20170510
160,160,5CgPoKHDYW5q61nKmYbeGcfTcEw70DWko9czSHiIIn0=,GAWjH9Uns87Q1pcQTJZo+PaiJIsUj3DEWjtGqyMUZm4=,my library,Local playlist more,local-library,1,忘記擁抱,TWA471515001,5,34,female,9,20110222,20170510
161,161,1wrR13fpKHx7TLgRz9FCROFr8iMMxED6G+RKG4RdGSM=,Rerp71vL127G1162T5Bwgk3D6r/ZtiXDfWvYz+3ljhE=,my library,Local playlist more,local-library,1,女孩 (Girl),TWA211553801,1,0,,7,20131010,20170910
162,162,PQfNQQon0CwOLghOAyztQYVw6yJTVgmFpJ650q/UF1s=,tVAxrAlDEmQvSc4xfh4Sd5wvV6oIgHi8DJvtfJhGwzs=,discover,Discover Feature,top-hits-for-artist,1,我懂了她,TWF750481606,22,21,female,3,20141102,20170617
163,163,PQfNQQon0CwOLghOAyztQYVw6yJTVgmFpJ650q/UF1s=,wp1gSQ4LlMEF6bzvEaJl8VdHlAj/EJMTJ0ASrXeddbo=,discover,Discover Feature,song-based-playlist,1,回憶那麼傷 (Sad Memory),CNA231601679,22,21,female,3,20141102,20170617
164,164,PQfNQQon0CwOLghOAyztQYVw6yJTVgmFpJ650q/UF1s=,Pi/UFGfdwTNL16GM/+2JRttGTs2Nk4iZTehyMTfGibQ=,discover,Discover Feature,top-hits-for-artist,1,原諒我沒有說,TWO910902004,22,21,female,3,20141102,20170617
165,165,8cX8QtD/k7cVXrWOJpG9KqcN78aqC+Yw4ii8XALYWS8=,nXaQvi9K1bAXRBHHz1vnlYaHk7s6u+2XM/Yv7W80fwc=,my library,Local playlist more,local-library,1,我深深渴慕,TWO471600208,6,20,male,9,20130919,20171017
166,166,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,1NvI7CQryCmAd1N+kmYDff3a6aQN61dih8YUAjh8ukI=,discover,Online playlist more,song-based-playlist,1,Roses,USQX91500801,13,26,female,7,20120514,20171119
167,167,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,zHqZ07gn+YvF36FWzv9+y8KiCMhYhdAUS+vSIKY3UZY=,discover,Online playlist more,song-based-playlist,1,Sing Me to Sleep,NOG841611010,13,26,female,7,20120514,20171119
168,168,69zw2q5cjT4DcLpn+7UAETUg5cFAZTRF3885oqpMQ3U=,Ru7n8Xw2s8LGDsgDhyzWqCWQRWQW9KNPY9qMOFAf5x0=,my library,Local playlist more,local-playlist,1,My Way,GBARL1601358,1,0,,3,20131027,20170605
169,169,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,0ee/D6HjX0jSytUn3v58C0x6zEzN4bcPq3WlqvrG/Xo=,discover,Online playlist more,song-based-playlist,1,Heathens,USAT21601930,13,26,female,7,20120514,20171119
170,170,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,IKMFuL0f5Y8c63Hg9BXkeNJjE0z8yf3gMt/tOxF4QNE=,discover,Online playlist more,song-based-playlist,1,Closer,USQX91601347,13,26,female,7,20120514,20171119
171,171,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,MtFK4NN8Kv1k/xPA3wb8SQaP/jWee52FAaC1s9NFsU4=,discover,Online playlist more,song-based-playlist,1,This Is What You Came For,GBARL1600460,13,26,female,7,20120514,20171119
172,172,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,f0Yvo22LVUbRIlICXcEEym7IYNVjUqghZryP6Vf103A=,discover,Online playlist more,song-based-playlist,1,Outside,GBARL1401201,13,26,female,7,20120514,20171119
173,173,69zw2q5cjT4DcLpn+7UAETUg5cFAZTRF3885oqpMQ3U=,GQqErVwbH/YaifR6wl2S6prosRVHhwGO2/Aq5aIJLA8=,my library,Local playlist more,local-playlist,1,Demons (電影「跨越世紀的情書」預告曲、美國職棒大聯盟一週好球),USUM71201071,1,0,,3,20131027,20170605
174,174,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,4tFHtB3++eobi3kDqKVourZgXgjcB3t+GxZai/2a1YM=,discover,Online playlist more,song-based-playlist,0,How Deep Is Your Love,DEHT41304354,13,26,female,7,20120514,20171119
175,175,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,ClazTFnk6r0Bnuie44bocdNMM3rdlrq0bCGAsGUWcHE=,discover,Online playlist more,song-based-playlist,1,Let Me Love You,QMZSY1600015,13,26,female,7,20120514,20171119
176,176,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,9YYrODwrXpDcCjOJypHROv3f5z40y11QlmgQjmzp2vQ=,discover,Online playlist more,song-based-playlist,1,The Ocean,SE3AA1600005,13,26,female,7,20120514,20171119
177,177,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,+LztcJcPEEwsikk6+K5udm06XJQMzR4+lzavKLUyE0k=,discover,Online playlist more,song-based-playlist,1,Don't Let Me Down,USQX91600011,13,26,female,7,20120514,20171119
178,178,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,T7YFpVp/WyTCG1GP/MGmc32ougnXl0qiw67NV7xf83Y=,discover,Online playlist more,song-based-playlist,0,No Money,USAT21600941,13,26,female,7,20120514,20171119
179,179,69zw2q5cjT4DcLpn+7UAETUg5cFAZTRF3885oqpMQ3U=,LBFRdBacp7Ob6Ada2N7uCQ47DhiNT2KjUtwOA7oSm7I=,my library,Local playlist more,local-playlist,1,迷些路 (Lost On The Way),TWA451601607,1,0,,3,20131027,20170605
180,180,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,rzNV1cnIgp/1bfcwbeomcnynCtGa2yk0wp5ZHrkeJJk=,discover,Online playlist more,song-based-playlist,1,Hey Mama (feat. Nicki Minaj| Bebe Rexha & Afrojack),GB28K1400058,13,26,female,7,20120514,20171119
181,181,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,3VkD5ekIf5duJm1hmYTZlXjyl0zqV8wCzuAh3uocfCg=,discover,Online playlist more,song-based-playlist,1,We Don't Talk Anymore,USAT21502909,13,26,female,7,20120514,20171119
182,182,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,i356q8t0P9emMJq8PsFkY6CGoi34mP3cgXuDpfEDyhY=,discover,Online playlist more,song-based-playlist,1,In the Name of Love,NLM5S1600003,13,26,female,7,20120514,20171119
183,183,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,rlYnPwLwSC4JFiDPM7yeXPERqHWkG0bU2UAJZ2dVbwc=,discover,Online playlist more,song-based-playlist,1,Take over Control (Dubstep Party Remix),QMFMF1430426,13,26,female,7,20120514,20171119
184,184,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,FrOb8MDlBfB5wm3L8vUXWIPiu4YFONgKG/w4WmCsHQ8=,discover,Online playlist more,song-based-playlist,1,Cold Water (feat. Justin Bieber & MØ),QMUY41600056,13,26,female,7,20120514,20171119
185,185,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,1UHqpOyecqH+8NytyogNdQz/2zUDpmHzUF5lgH1gvyw=,discover,Online playlist more,song-based-playlist,1,7 Years,USWB11506516,13,26,female,7,20120514,20171119
186,186,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,6pe6XOKc+06NhkgrFitOb/EKMj910AlS34LdhP510LE=,discover,Online playlist more,song-based-playlist,1,Lean On (feat. MØ & DJ Snake),QMUY41500008,13,26,female,7,20120514,20171119
187,187,LGIeu7rj6KryPWev2nr5g807ZPtw4b59wqDn5jighcw=,UU8jHj6E2U36xbx7S6o4w7NmFwffx2xPkOs7d87ML5g=,discover,Online playlist more,song-based-playlist,0,Titanium (feat. Sia),GB28K1100036,13,26,female,7,20120514,20171119
188,188,rCUwLPDFrjzJg4VxfME1d2GQvqWIIEyfUcjqPC5l6l4=,g8qlCRZg0o+/g0AwHn1F88a3dqFL1UmsACiE40OWQXE=,my library,Local playlist more,local-library,1,羅德利果：阿蘭費茲吉他協奏曲/第二樂章：慢板 (Concierto de Aranjuez - Adagio),TWA450804046,5,0,,3,20131110,20180514
189,189,rCUwLPDFrjzJg4VxfME1d2GQvqWIIEyfUcjqPC5l6l4=,rJh4eWsObWMsy/aZD0sNLS34vcIa8vO/cS2xWVnOxAo=,my library,Album more,album,1,莫札特：第23號鋼琴協奏曲/第二樂章：慢板 (Piano Concerto No. 23 in A Major| K. 488 – Adagio),TWA450804041,5,0,,3,20131110,20180514
190,190,xbodnNBaLMyqqI7uFJlvHOKMJaizuWo/BB/YHZICcKo=,B2jGIdcFp/C/jeFaJdOwrw72q0kEetFFo+fReLkd6o0=,my library,Local playlist more,local-playlist,1,給我一個理由忘記,TWA771000967,1,0,,7,20120804,20171004
191,191,xbodnNBaLMyqqI7uFJlvHOKMJaizuWo/BB/YHZICcKo=,+LztcJcPEEwsikk6+K5udm06XJQMzR4+lzavKLUyE0k=,my library,Local playlist more,local-playlist,1,Don't Let Me Down,USQX91600011,1,0,,7,20120804,20171004
192,192,xbodnNBaLMyqqI7uFJlvHOKMJaizuWo/BB/YHZICcKo=,O+azAuxxhTE27OXm23raLUOTey/RS3+sceZDO2iFXys=,my library,Local playlist more,local-playlist,1,微微一笑很傾城,CNZ481600012,1,0,,7,20120804,20171004
193,193,xbodnNBaLMyqqI7uFJlvHOKMJaizuWo/BB/YHZICcKo=,reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,my library,Local playlist more,local-playlist,1,帥到分手,TWAG11600306,1,0,,7,20120804,20171004
194,194,xbodnNBaLMyqqI7uFJlvHOKMJaizuWo/BB/YHZICcKo=,8qWeDv6RTv+hYJxW94e7n6HBzHPGPEZW9FuGhj6pPhQ=,my library,Local playlist more,local-playlist,1,愛．這件事情,HKH621401001,1,0,,7,20120804,20171004
195,195,OHG7oOkBJM/7L9MSLS1uUDyxuJJMBhdhCYhAhwekGgQ=,reXuGcEWDDCnL0K3Th//3DFG4S1ACSpJMzA+CFipo1g=,my library,Local playlist more,local-library,1,帥到分手,TWAG11600306,15,28,male,3,20150903,20170908
196,196,/h2mxdbdqqwX+we/dTYz+i29XVVUB+sdjn+NXcwry/A=,nxFf702AZs2zkZktQNBMXzdATyA+hI3uFzxHyltNJo4=,my library,Local playlist more,local-library,1,Part Of Me,USCA21102809,1,0,,3,20130201,20161214
197,197,/h2mxdbdqqwX+we/dTYz+i29XVVUB+sdjn+NXcwry/A=,Mu+DpZFj/ntDI7LWpQJmN1rp7Ki0qUVQP59uaWBN4mc=,my library,Local playlist more,local-library,1,Love Me Harder,USUM71409728,1,0,,3,20130201,20161214
198,198,/h2mxdbdqqwX+we/dTYz+i29XVVUB+sdjn+NXcwry/A=,IKMFuL0f5Y8c63Hg9BXkeNJjE0z8yf3gMt/tOxF4QNE=,my library,Local playlist more,local-library,1,Closer,USQX91601347,1,0,,3,20130201,20161214
199,199,/h2mxdbdqqwX+we/dTYz+i29XVVUB+sdjn+NXcwry/A=,QjOrj4Iy0r5r2bJsB1JVld+qpJwqQWkWO5MAlw1sQ74=,my library,Local playlist more,local-library,1,Die Young ,USRC11201008,1,0,,3,20130201,20161214
